date,Open,High,Low,Close,logret
2022-12-18,16777.54,16863.26,16663.07,16738.21,-0.0022861599473239873
2022-12-19,16739.0,16815.99,16256.3,16438.88,-0.018044869047170384
2022-12-20,16438.88,17061.27,16397.2,16895.56,0.027401604731458414
2022-12-21,16896.15,16925.0,16723.0,16824.67,-0.004204603849787203
2022-12-22,16824.68,16868.52,16559.85,16821.43,-0.00019259290140687945
2022-12-23,16821.9,16955.14,16731.13,16778.5,-0.002555363857047274
2022-12-24,16778.52,16869.99,16776.62,16836.12,0.003428273556819251
2022-12-25,16835.73,16857.96,16721.0,16832.11,-0.00023820676162420736
2022-12-26,16832.11,16944.52,16791.0,16919.39,0.005171929813683699
2022-12-27,16919.39,16972.83,16592.37,16706.36,-0.01267081627317635
2022-12-28,16706.06,16785.19,16465.33,16547.31,-0.00956593439752758
2022-12-29,16547.32,16664.41,16488.91,16633.47,0.005193379640446887
2022-12-30,16633.47,16677.35,16333.0,16607.48,-0.0015637342071172207
2022-12-31,16607.48,16644.09,16470.0,16542.4,-0.003926414431065476
2023-01-01,16541.77,16628.0,16499.01,16616.75,0.004484440922006132
2023-01-02,16617.17,16799.23,16548.7,16672.87,0.00337162473850112
2023-01-03,16672.78,16778.4,16605.28,16675.18,0.00013853883532594145
2023-01-04,16675.65,16991.87,16652.66,16850.36,0.010450635209181243
2023-01-05,16850.36,16879.82,16753.0,16831.85,-0.0010990966366733739
2023-01-06,16831.85,17041.0,16679.0,16950.65,0.007033256255153627
2023-01-07,16950.31,16981.91,16908.0,16943.57,-0.0004177703515806188
2023-01-08,16943.83,17176.99,16911.0,17127.83,0.010816215147354305
2023-01-09,17127.83,17398.8,17104.66,17178.26,0.0029400048985379155
2023-01-10,17179.04,17499.0,17146.34,17440.66,0.015159630933365425
2023-01-11,17440.64,18000.0,17315.6,17943.26,0.02841029515457346
2023-01-12,17943.26,19117.04,17892.05,18846.62,0.04911903051513352
2023-01-13,18846.62,20000.0,18714.12,19930.01,0.055893048509553726
2023-01-14,19930.01,21258.0,19888.05,20954.92,0.050146827684418194
2023-01-15,20952.76,21050.74,20551.01,20871.5,-0.003988871656173911
2023-01-16,20872.99,21474.05,20611.48,21185.65,0.014939473685250641
2023-01-17,21185.65,21647.45,20841.31,21134.81,-0.0024026215431750143
2023-01-18,21132.29,21650.0,20407.15,20677.47,-0.021876742420547574
2023-01-19,20677.47,21192.0,20659.19,21071.59,0.018880985981668756
2023-01-20,21071.59,22755.93,20861.28,22667.21,0.0729936990967774
2023-01-21,22666.0,23371.8,22422.0,22783.55,0.0051193975233281225
2023-01-22,22783.35,23078.71,22292.37,22707.88,-0.0033267835189935463
2023-01-23,22706.02,23180.0,22500.0,22916.45,0.009142992475145141
2023-01-24,22917.81,23162.2,22462.93,22632.89,-0.012450835212587299
2023-01-25,22631.94,23816.73,22300.0,23060.94,0.018736119160646474
2023-01-26,23060.42,23282.47,22850.01,23009.65,-0.0022265840828143047
2023-01-27,23009.65,23500.0,22534.88,23074.16,0.0027996835390564157
2023-01-28,23074.16,23189.0,22878.46,23022.6,-0.002237034511835935
2023-01-29,23021.4,23960.54,22967.76,23742.3,0.03078192520585222
2023-01-30,23743.37,23800.51,22500.0,22826.15,-0.0393514588233174
2023-01-31,22827.38,23320.0,22714.77,23125.13,0.013013096440887308
2023-02-01,23125.13,23812.66,22760.23,23732.66,0.025932253556535844
2023-02-02,23731.41,24255.0,23363.27,23488.94,-0.010322486493569127
2023-02-03,23489.33,23715.7,23204.62,23431.9,-0.002431330219096245
2023-02-04,23431.9,23587.78,23253.96,23326.84,-0.004493712909870792
2023-02-05,23327.66,23433.33,22743.0,22932.91,-0.017031632139821246
2023-02-06,22932.91,23158.25,22628.13,22762.52,-0.007457673107036351
2023-02-07,22762.52,23350.25,22745.78,23240.46,0.020779401555923737
2023-02-08,23242.42,23452.0,22665.85,22963.0,-0.01201050031064175
2023-02-09,22961.85,23011.39,21688.0,21796.35,-0.052141700352517424
2023-02-10,21797.83,21938.16,21451.0,21625.19,-0.007883685677702989
2023-02-11,21625.19,21906.32,21599.78,21862.55,0.010916288456747329
2023-02-12,21862.02,22090.0,21630.0,21783.54,-0.0036204886304742638
2023-02-13,21782.37,21894.99,21351.07,21773.97,-0.00043941906477148134
2023-02-14,21774.63,22319.08,21532.77,22199.84,0.01936986197704005
2023-02-15,22199.84,24380.0,22047.28,24324.05,0.09138049119365944
2023-02-16,24322.87,25250.0,23505.25,23517.72,-0.033711393282664585
2023-02-17,23517.72,25021.11,23339.37,24569.97,0.043770785975072134
2023-02-18,24568.24,24877.0,24430.0,24631.95,0.002519415209186526
2023-02-19,24632.05,25192.0,24192.57,24271.76,-0.014730846119734737
2023-02-20,24272.51,25121.23,23840.83,24842.2,0.023230285350592204
2023-02-21,24843.89,25250.0,24148.34,24452.16,-0.015825264394064464
2023-02-22,24450.67,24476.05,23574.69,24182.21,-0.011101316717520895
2023-02-23,24182.21,24599.59,23608.0,23940.2,-0.01005818454576867
2023-02-24,23940.2,24132.35,22841.19,23185.29,-0.032041028461487375
2023-02-25,23184.04,23219.13,22722.0,23157.07,-0.0012178923770018468
2023-02-26,23157.07,23689.99,23059.18,23554.85,0.01703161058168721
2023-02-27,23554.85,23897.99,23106.77,23492.09,-0.0026679753126395687
2023-02-28,23492.09,23600.0,23020.97,23141.57,-0.015033201397948169
2023-03-01,23141.57,24000.0,23020.03,23628.97,0.020842934243896633
2023-03-02,23629.76,23796.93,23195.9,23465.32,-0.006949915104728103
2023-03-03,23465.32,23476.95,21971.13,22354.34,-0.048503100831987105
2023-03-04,22354.34,22410.0,22157.08,22346.57,-0.00034764393289772876
2023-03-05,22346.57,22662.09,22189.22,22430.24,0.003737206709584325
2023-03-06,22430.24,22602.19,22258.0,22410.0,-0.000902760617454153
2023-03-07,22409.41,22557.91,21927.0,22197.96,-0.009506895048812334
2023-03-08,22198.56,22287.0,21580.0,21705.44,-0.022437472391169118
2023-03-09,21704.37,21834.99,20042.72,20362.22,-0.06388169730657518
2023-03-10,20362.21,20367.78,19549.09,20150.69,-0.010442692083692516
2023-03-11,20150.69,20686.51,19765.03,20455.73,0.015024507857790617
2023-03-12,20455.73,22150.0,20270.6,21997.11,0.07264804225261712
2023-03-13,21998.05,24500.0,21813.88,24113.48,0.0918599391330703
2023-03-14,24112.27,26386.87,23976.42,24670.41,0.022833529552860565
2023-03-15,24670.41,25196.97,23896.95,24285.66,-0.015718497080592527
2023-03-16,24285.66,25167.4,24123.0,24998.78,0.028940970979109415
2023-03-17,24998.78,27756.84,24890.0,27395.13,0.0915382366931726
2023-03-18,27395.13,27724.85,26578.0,26907.49,-0.017960573857961144
2023-03-19,26907.49,28390.1,26827.22,27972.87,0.03883042537639571
2023-03-20,27972.87,28472.0,27124.47,27717.01,-0.009188807742989342
2023-03-21,27717.01,28438.55,27303.1,28105.47,0.013917915171174959
2023-03-22,28107.81,28868.05,26601.8,27250.97,-0.030875102511240874
2023-03-23,27250.97,28750.0,27105.0,28295.41,0.037610483876124916
2023-03-24,28295.42,28374.3,27000.0,27454.47,-0.030170604453767236
2023-03-25,27454.46,27787.33,27156.09,27462.95,0.00030882732901125104
2023-03-26,27462.96,28194.4,27417.76,27968.05,0.01822496367160109
2023-03-27,27968.05,28023.86,26508.14,27124.91,-0.030610293346195108
2023-03-28,27124.9,27520.0,26631.78,27261.07,0.005007183266062188
2023-03-29,27261.06,28650.0,27240.1,28348.6,0.039117969089514086
2023-03-30,28348.6,29184.68,27686.0,28028.53,-0.011354726247076305
2023-03-31,28028.53,28656.69,27511.71,28465.36,0.01546498944228887
2023-04-01,28465.36,28819.71,28220.27,28452.73,-0.00044379564413691034
2023-04-02,28452.74,28530.0,27856.43,28171.87,-0.009920151427765776
2023-04-03,28171.87,28500.99,27200.24,27800.0,-0.01328794166506373
2023-04-04,27800.0,28444.44,27662.79,28165.47,0.01306073888880465
2023-04-05,28165.47,28775.0,27805.1,28170.01,0.00016117729039769833
2023-04-06,28170.01,28182.05,27711.0,28033.82,-0.0048462984303144436
2023-04-07,28033.83,28100.0,27766.94,27906.33,-0.004558093631494347
2023-04-08,27906.34,28154.99,27859.02,27938.38,0.0011478259451552448
2023-04-09,27938.38,28530.0,27800.0,28323.76,0.013699657615021985
2023-04-10,28323.76,29770.0,28170.0,29637.34,0.04533402443678367
2023-04-11,29637.35,30550.0,29590.0,30200.42,0.018820778757940998
2023-04-12,30200.43,30486.0,29637.4,29888.07,-0.010396427448109471
2023-04-13,29888.07,30595.0,29854.59,30373.84,0.01612230751029388
2023-04-14,30373.84,31000.0,29966.0,30466.93,0.003060121449609667
2023-04-15,30466.93,30595.6,30202.0,30295.09,-0.005656179900882534
2023-04-16,30295.1,30549.99,30120.0,30304.65,0.00031551290745832457
2023-04-17,30304.66,30316.06,29240.65,29430.27,-0.029277429572032238
2023-04-18,29430.27,30485.0,29096.78,30380.01,0.031761089816271876
2023-04-19,30380.01,30413.53,28520.0,28797.1,-0.053510138704066394
2023-04-20,28797.1,29088.3,28010.0,28243.65,-0.01940603406257386
2023-04-21,28243.65,28374.02,27125.0,27262.84,-0.03534405077145466
2023-04-22,27262.84,27882.72,27140.35,27816.85,0.02011734939753183
2023-04-23,27816.85,27816.85,27311.25,27590.6,-0.008166817188415205
2023-04-24,27590.59,28000.0,26942.82,27510.93,-0.002891754748673293
2023-04-25,27510.93,28399.99,27192.0,28300.79,0.028306339200071688
2023-04-26,28300.8,30036.0,27235.0,28415.29,0.004037661120266265
2023-04-27,28415.29,29890.0,28378.86,29472.77,0.0365394056503652
2023-04-28,29472.77,29599.54,28891.0,29311.7,-0.005480032501360423
2023-04-29,29311.69,29448.88,29031.0,29230.45,-0.0027757795765594477
2023-04-30,29230.45,29969.39,29079.59,29233.21,9.441762633578723e-05
2023-05-01,29233.2,29337.34,27666.95,28068.26,-0.040665991207925405
2023-05-02,28068.26,28879.88,27872.0,28669.86,0.021206996165195773
2023-05-03,28669.85,29266.66,28113.69,29026.16,0.012351095602062214
2023-05-04,29026.16,29379.83,28663.64,28838.16,-0.006497982228264741
2023-05-05,28838.16,29677.0,28800.0,29505.61,0.02288090465334252
2023-05-06,29505.6,29820.0,28300.0,28848.2,-0.02253281543081646
2023-05-07,28848.19,29138.29,28395.23,28430.1,-0.01459915625864984
2023-05-08,28430.09,28631.01,27262.0,27668.79,-0.027143379896367045
2023-05-09,27668.8,27818.0,27353.0,27628.27,-0.0014655392981985705
2023-05-10,27628.28,28331.42,26777.0,27598.75,-0.0010690420309266652
2023-05-11,27598.74,27630.14,26702.05,26968.62,-0.0230965139643067
2023-05-12,26968.61,27091.12,25811.46,26795.01,-0.00645829172740886
2023-05-13,26795.01,27045.45,26692.03,26775.28,-0.0007366023552270455
2023-05-14,26775.27,27200.0,26560.53,26917.62,0.005302016968638717
2023-05-15,26917.61,27663.59,26726.0,27162.14,0.0090430011641092
2023-05-16,27162.15,27296.89,26852.11,27033.84,-0.004734677357132959
2023-05-17,27033.85,27500.0,26544.71,27405.61,0.013658322391184448
2023-05-18,27405.62,27485.33,26361.2,26821.28,-0.021552134669642054
2023-05-19,26821.28,27183.6,26630.0,26880.26,0.002196585934586688
2023-05-20,26880.26,27150.0,26825.11,27102.43,0.008231203535191795
2023-05-21,27102.42,27277.55,26666.03,26747.78,-0.013171912518513606
2023-05-22,26747.78,27099.89,26538.21,26849.27,0.0037871532594394926
2023-05-23,26849.28,27495.83,26798.11,27219.61,0.01369903691712277
2023-05-24,27219.61,27219.61,26080.5,26329.01,-0.03326629631528951
2023-05-25,26329.0,26631.98,25871.89,26473.79,0.005483813844004058
2023-05-26,26473.8,26932.16,26327.24,26705.92,0.008730076726596555
2023-05-27,26705.93,26895.0,26551.0,26854.27,0.005539576292267746
2023-05-28,26854.28,28261.32,26764.36,28065.0,0.04409840842612671
2023-05-29,28065.01,28447.14,27524.6,27736.4,-0.011777618425209708
2023-05-30,27736.39,28038.59,27554.0,27694.4,-0.0015154032789555
2023-05-31,27694.39,27835.51,26839.01,27210.35,-0.017632811059524262
2023-06-01,27210.36,27350.0,26605.05,26817.93,-0.014526721963616974
2023-06-02,26817.93,27300.0,26505.0,27242.59,0.015710863858149307
2023-06-03,27242.59,27333.29,26914.93,27069.22,-0.0063842684993772065
2023-06-04,27069.22,27455.02,26951.0,27115.21,0.0016975360281114345
2023-06-05,27115.2,27129.33,25388.0,25728.2,-0.05250715845555731
2023-06-06,25728.2,27355.33,25351.02,27230.08,0.05673457801927024
2023-06-07,27230.07,27391.77,26125.01,26339.34,-0.03325860556385626
2023-06-08,26339.34,26810.0,26210.0,26498.61,0.00602863973269374
2023-06-09,26498.62,26783.33,26269.91,26477.81,-0.0007852550651334101
2023-06-10,26477.8,26533.87,25358.0,25841.21,-0.024336519277700846
2023-06-11,25841.22,26206.88,25634.7,25925.55,0.003258464490493794
2023-06-12,25925.54,26106.48,25602.11,25905.19,-0.0007856342026842933
2023-06-13,25905.2,26433.21,25712.57,25934.25,0.0011211542039807445
2023-06-14,25934.24,26098.0,24820.56,25128.6,-0.03155784923802867
2023-06-15,25128.6,25759.01,24800.0,25598.49,0.018526725673652867
2023-06-16,25598.49,26518.0,25175.56,26345.0,0.028745138290379006
2023-06-17,26345.01,26839.99,26181.0,26516.99,0.006507155969033793
2023-06-18,26516.99,26700.0,26255.85,26339.97,-0.006698102267960423
2023-06-19,26339.98,27068.09,26256.61,26844.35,0.0189678131440085
2023-06-20,26844.35,28402.74,26652.0,28307.99,0.05308872645011515
2023-06-21,28308.0,30800.0,28257.99,29993.89,0.057849597296170514
2023-06-22,29993.89,30500.0,29525.61,29884.92,-0.0036396889082070654
2023-06-23,29884.92,31431.94,29800.0,30688.5,0.026533986237444202
2023-06-24,30688.51,30800.0,30250.0,30527.43,-0.005262367873937984
2023-06-25,30527.44,31046.01,30277.49,30462.66,-0.002123952410926466
2023-06-26,30462.67,30666.0,29930.0,30267.99,-0.00641095284669021
2023-06-27,30267.99,30994.97,30226.17,30692.44,0.013925651745678577
2023-06-28,30692.44,30709.74,29858.8,30077.41,-0.020241978544881276
2023-06-29,30077.4,30843.98,30049.98,30447.31,0.012223257058951633
2023-06-30,30447.31,31282.0,29500.0,30472.0,0.0008105804662547625
2023-07-01,30471.99,30661.6,30320.57,30585.9,0.0037308892745919983
2023-07-02,30585.9,30791.0,30155.0,30617.03,0.001017271646457164
2023-07-03,30617.02,31380.0,30570.27,31156.2,0.01745687224902878
2023-07-04,31156.2,31350.69,30620.0,30766.51,-0.012586501609656327
2023-07-05,30766.52,30878.07,30200.0,30504.81,-0.008542384639438915
2023-07-06,30504.8,31500.0,29850.45,29895.43,-0.02017875019166179
2023-07-07,29895.42,30449.0,29701.02,30344.7,0.014916247025860701
2023-07-08,30344.7,30386.81,30044.47,30284.63,-0.0019815498424806542
2023-07-09,30284.63,30445.52,30061.12,30160.71,-0.004100239112277894
2023-07-10,30160.71,31045.78,29950.0,30411.57,0.008283044133908972
2023-07-11,30411.57,30813.63,30300.0,30622.1,0.006898842392956891
2023-07-12,30622.1,30983.25,30210.0,30380.0,-0.007937473335964864
2023-07-13,30380.0,31804.2,30251.0,31454.23,0.034748976139702924
2023-07-14,31454.23,31630.0,29900.0,30312.01,-0.03698946968873567
2023-07-15,30312.0,30390.9,30200.0,30289.52,-0.0007422255191403193
2023-07-16,30289.52,30441.46,30064.29,30231.99,-0.0019011428276580337
2023-07-17,30232.0,30336.96,29659.2,30138.0,-0.0031138012758330853
2023-07-18,30138.01,30239.78,29512.0,29859.13,-0.00929617827722886
2023-07-19,29859.14,30189.09,29761.96,29909.21,0.0016758040032582482
2023-07-20,29909.21,30417.46,29570.96,29800.0,-0.00365806621063334
2023-07-21,29800.0,30061.7,29726.34,29901.72,0.0034076103143899864
2023-07-22,29901.72,29999.0,29625.1,29794.0,-0.0036089728683473903
2023-07-23,29793.99,30350.0,29730.0,30083.75,0.009678127907075769
2023-07-24,30083.75,30099.58,28861.9,29176.5,-0.030621568131757492
2023-07-25,29176.5,29376.0,29047.65,29228.91,0.0017946972401168204
2023-07-26,29228.91,29690.0,29096.94,29351.96,0.004201036310069169
2023-07-27,29351.95,29567.49,29083.85,29222.78,-0.004410782171051959
2023-07-28,29222.78,29542.22,29123.12,29314.14,0.0031214513568593983
2023-07-29,29314.14,29406.92,29256.18,29352.9,0.0013213554199944793
2023-07-30,29352.9,29449.0,29033.24,29281.09,-0.002449433712539638
2023-07-31,29281.09,29530.0,29101.8,29232.25,-0.0016693633056041337
2023-08-01,29232.26,29739.25,28585.7,29705.99,0.016076157104390566
2023-08-02,29705.99,30047.5,28927.5,29186.01,-0.017659224099430867
2023-08-03,29186.0,29433.33,28968.0,29193.64,0.0002613924558795061
2023-08-04,29193.65,29333.08,28807.54,29113.99,-0.002732062666357572
2023-08-05,29114.0,29152.23,28978.64,29072.13,-0.0014388313646510047
2023-08-06,29072.13,29205.09,28991.88,29088.42,0.0005601735343276643
2023-08-07,29088.43,29276.78,28701.03,29211.06,0.004207247848642796
2023-08-08,29211.06,30244.0,29146.45,29770.42,0.01896787840738051
2023-08-09,29770.41,30160.0,29376.67,29581.99,-0.006349552885029144
2023-08-10,29581.99,29738.0,29320.2,29455.75,-0.004276592986209428
2023-08-11,29455.76,29564.52,29252.45,29426.03,-0.0010094804377126705
2023-08-12,29426.02,29481.35,29381.56,29430.17,0.0001406818655240356
2023-08-13,29430.18,29474.65,29272.32,29303.84,-0.004301773191170979
2023-08-14,29303.85,29695.32,29102.45,29430.93,0.0043275966976988696
2023-08-15,29430.92,29499.26,29059.6,29200.0,-0.0078774528796102
2023-08-16,29200.01,29259.85,28723.08,28730.51,-0.016209084961303622
2023-08-17,28730.51,28783.48,25166.0,26623.41,-0.07616872037641167
2023-08-18,26623.41,26832.6,25619.0,26054.0,-0.021619596661148415
2023-08-19,26054.0,26281.0,25801.09,26100.01,0.0017643901949644589
2023-08-20,26100.01,26299.0,25971.05,26189.99,0.003441579224086804
2023-08-21,26190.0,26258.42,25812.0,26126.92,-0.0024110762869472635
2023-08-22,26126.92,26139.42,25300.0,26056.0,-0.0027181324335439115
2023-08-23,26055.99,26819.27,25812.82,26432.72,0.01435456870308414
2023-08-24,26432.71,26577.87,25864.0,26180.05,-0.009604966342235453
2023-08-25,26180.05,26314.05,25777.15,26060.01,-0.004595714908301547
2023-08-26,26060.0,26125.77,25985.92,26017.37,-0.0016375635459644805
2023-08-27,26017.38,26182.23,25966.11,26101.77,0.00323873624067934
2023-08-28,26101.78,26253.99,25864.5,26120.0,0.000698176287035663
2023-08-29,26120.0,28142.85,25922.0,27716.34,0.059320826564098275
2023-08-30,27716.34,27768.57,27017.24,27299.99,-0.0151357950818478
2023-08-31,27299.99,27587.51,25655.01,25940.78,-0.05107008806335594
2023-09-01,25940.77,26156.0,25333.75,25805.05,-0.005246038619321044
2023-09-02,25805.04,25987.5,25752.47,25869.51,0.0024948459526167835
2023-09-03,25869.52,26135.0,25800.0,25971.21,0.003923561650647033
2023-09-04,25971.21,26108.02,25631.21,25826.02,-0.005606105973525642
2023-09-05,25826.03,25915.49,25562.62,25792.1,-0.0013142673496244822
2023-09-06,25792.11,26040.0,25372.51,25759.95,-0.0012472832474370724
2023-09-07,25759.95,26443.14,25615.38,26255.0,0.019035486849342184
2023-09-08,26255.0,26445.5,25647.26,25910.5,-0.01320815513349337
2023-09-09,25910.5,25945.09,25796.64,25901.61,-0.0003431630206622342
2023-09-10,25901.6,26033.66,25570.57,25841.61,-0.0023191454606873935
2023-09-11,25841.6,25900.69,24901.0,25162.52,-0.02663039767580389
2023-09-12,25162.53,26567.0,25131.48,25840.1,0.02657196307677719
2023-09-13,25840.1,26405.22,25764.17,26222.0,0.014671204201257093
2023-09-14,26222.0,26860.49,26126.77,26522.73,0.011403348118842957
2023-09-15,26522.73,26888.0,26224.0,26600.0,0.0029091145916004006
2023-09-16,26599.99,26777.0,26445.0,26559.67,-0.0015173159554027868
2023-09-17,26559.67,26623.25,26399.0,26527.51,-0.0012115920994153866
2023-09-18,26527.5,27409.0,26377.35,26762.51,0.008819719840065637
2023-09-19,26762.5,27483.57,26667.79,27210.26,0.01659208048714994
2023-09-20,27210.25,27388.63,26800.0,27125.0,-0.003138296199427117
2023-09-21,27125.01,27159.6,26377.7,26568.08,-0.020745316649489014
2023-09-22,26568.08,26743.38,26468.77,26580.14,0.0004538251782273123
2023-09-23,26580.14,26632.81,26509.0,26575.96,-0.0001572726369548166
2023-09-24,26575.97,26738.54,26122.08,26248.38,-0.01240277490489352
2023-09-25,26248.39,26446.15,25990.46,26304.81,0.002147539347757194
2023-09-26,26304.8,26397.46,26088.34,26221.67,-0.0031656440496646743
2023-09-27,26221.68,26850.0,26112.06,26372.99,0.005754212215801185
2023-09-28,26373.0,27308.48,26342.4,27021.39,0.024288394222757907
2023-09-29,27021.39,27244.89,26665.16,26906.96,-0.0042437853832940535
2023-09-30,26906.96,27094.99,26886.31,26962.56,0.002064247824862265
2023-10-01,26962.57,28065.51,26954.09,27992.57,0.03748988079317705
2023-10-02,27992.58,28580.0,27281.44,27494.51,-0.017952769440012815
2023-10-03,27494.51,27676.52,27160.5,27426.46,-0.0024781075361443865
2023-10-04,27426.45,27839.72,27202.0,27778.57,0.012756619276586195
2023-10-05,27778.57,28120.39,27352.0,27410.39,-0.013342721522066095
2023-10-06,27410.39,28295.0,27175.94,27931.09,0.018818266735082634
2023-10-07,27931.1,28029.67,27842.08,27956.67,0.0009154062279922295
2023-10-08,27956.67,28095.14,27687.5,27917.05,-0.0014181982742726472
2023-10-09,27917.06,27987.93,27260.0,27590.12,-0.011779875664382407
2023-10-10,27590.12,27735.0,27298.0,27390.12,-0.007275373195296091
2023-10-11,27390.12,27477.39,26538.66,26875.52,-0.01896652932854734
2023-10-12,26875.52,26947.04,26555.0,26759.63,-0.004321426540286491
2023-10-13,26759.63,27130.0,26685.0,26862.0,0.0038182399293200187
2023-10-14,26862.0,26989.58,26789.0,26852.48,-0.0003544668067039467
2023-10-15,26852.48,27293.33,26808.25,27154.15,0.011171707530674917
2023-10-16,27154.14,30000.0,27112.66,28500.78,0.04840156611029453
2023-10-17,28500.77,28613.65,28069.32,28395.91,-0.0036863346095197267
2023-10-18,28395.91,28982.36,28142.87,28320.0,-0.0026768518861103275
2023-10-19,28320.0,28916.89,28100.66,28713.71,0.01380644022600064
2023-10-20,28713.71,30207.55,28578.29,29669.04,0.03272936881268124
2023-10-21,29669.05,30379.99,29464.77,29909.8,0.008082108028452294
2023-10-22,29909.8,30248.0,29640.0,29992.46,0.002759830846653565
2023-10-23,29992.46,34741.91,29883.6,33069.99,0.09768020786547688
2023-10-24,33069.99,35280.0,32832.34,33922.73,0.02545906657086265
2023-10-25,33922.73,35132.85,33679.05,34496.05,0.016759533553249224
2023-10-26,34496.05,34824.13,33751.0,34151.66,-0.01003363081588025
2023-10-27,34151.66,34245.0,33390.95,33892.02,-0.00763160546721126
2023-10-28,33892.01,34493.33,33860.0,34081.0,0.005560455807826632
2023-10-29,34081.01,34750.11,33930.0,34525.89,0.012969433130901344
2023-10-30,34525.88,34856.0,34062.84,34474.73,-0.0014828854979810758
2023-10-31,34474.74,34720.49,34025.0,34639.77,0.004775852062776867
2023-11-01,34639.78,35582.0,34097.39,35421.43,0.022314560261213128
2023-11-02,35421.43,35984.99,34300.0,34941.59,-0.013639193957310053
2023-11-03,34941.58,34946.5,34120.0,34716.78,-0.0064546666973641625
2023-11-04,34716.78,35255.0,34585.18,35062.07,0.00989677583723088
2023-11-05,35062.06,35380.0,34448.0,35011.88,-0.0014324869251003767
2023-11-06,35011.89,35276.33,34725.9,35046.09,0.0009766198683485855
2023-11-07,35046.09,35888.0,34523.06,35399.12,0.010022908737337355
2023-11-08,35399.13,36106.0,35100.0,35624.72,0.0063528178351219345
2023-11-09,35624.72,37972.24,35534.05,36701.09,0.029766675983155067
